Charm++> Running on Gemini (GNI) with 45 processes
Charm++> static SMSG
Charm++> SMSG memory: 222.2KB
Charm++> memory pool init block size: 8MB, total memory pool limit 0MB (0 means no limit)
Charm++> memory pool registered memory limit: 200000MB, send limit: 100000MB
Charm++> only comm thread send/recv messages
Charm++> Cray TLB page size: 2048K
Charm++> Running in SMP mode: numNodes 45,  15 worker threads per process
Charm++> The comm. thread both sends and receives messages
Charm++> Using recursive bisection (scheme 3) for topology aware partitions
Charm++> TORUS A SIZE 11 USING 4 5 6 8 9 10
Charm++> TORUS B SIZE 6 USING 0 1 2 3 4 5
Charm++> TORUS C SIZE 8 USING 0 1 2 3 4 5 6 7
Charm++> TORUS MINIMAL MESH SIZE IS 7 BY 6 BY 8
Redirecting stdout to files output_001/0/job1.0.log through 44
EXCHANGE_ACCEPT 29 (24) 30 (32) RUN 3017
EXCHANGE_ACCEPT 34 (40) 35 (37) RUN 3018
EXCHANGE_ACCEPT 16 (21) 17 (22) RUN 3018
EXCHANGE_ACCEPT 39 (41) 40 (44) RUN 3019
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3019
EXCHANGE_ACCEPT 17 (21) 18 (16) RUN 3019
EXCHANGE_ACCEPT 23 (17) 24 (20) RUN 3019
EXCHANGE_ACCEPT 34 (37) 35 (40) RUN 3020
EXCHANGE_ACCEPT 16 (22) 17 (16) RUN 3020
EXCHANGE_ACCEPT 7 (12) 8 (13) RUN 3021
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3021
EXCHANGE_ACCEPT 9 (4) 10 (7) RUN 3021
EXCHANGE_ACCEPT 16 (16) 17 (22) RUN 3022
EXCHANGE_ACCEPT 41 (39) 42 (42) RUN 3023
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3023
EXCHANGE_ACCEPT 17 (16) 18 (21) RUN 3023
EXCHANGE_ACCEPT 23 (20) 24 (17) RUN 3023
EXCHANGE_ACCEPT 16 (22) 17 (21) RUN 3024
EXCHANGE_ACCEPT 20 (15) 21 (23) RUN 3024
EXCHANGE_ACCEPT 41 (42) 42 (39) RUN 3025
EXCHANGE_ACCEPT 39 (44) 40 (41) RUN 3025
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3025
EXCHANGE_ACCEPT 17 (22) 18 (16) RUN 3025
EXCHANGE_ACCEPT 19 (18) 20 (23) RUN 3025
EXCHANGE_ACCEPT 36 (34) 37 (30) RUN 3026
EXCHANGE_ACCEPT 42 (42) 43 (35) RUN 3026
EXCHANGE_ACCEPT 14 (14) 15 (19) RUN 3026
EXCHANGE_ACCEPT 32 (27) 33 (36) RUN 3026
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3026
EXCHANGE_ACCEPT 43 (42) 44 (43) RUN 3027
EXCHANGE_ACCEPT 41 (39) 42 (35) RUN 3027
EXCHANGE_ACCEPT 35 (37) 36 (30) RUN 3027
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3028
EXCHANGE_ACCEPT 22 (25) 23 (17) RUN 3028
EXCHANGE_ACCEPT 26 (28) 27 (29) RUN 3028
EXCHANGE_ACCEPT 43 (43) 44 (42) RUN 3029
EXCHANGE_ACCEPT 41 (35) 42 (39) RUN 3029
EXCHANGE_ACCEPT 17 (16) 18 (22) RUN 3029
EXCHANGE_ACCEPT 23 (25) 24 (20) RUN 3029
EXCHANGE_ACCEPT 16 (21) 17 (22) RUN 3030
EXCHANGE_ACCEPT 43 (42) 44 (43) RUN 3031
EXCHANGE_ACCEPT 9 (7) 10 (4) RUN 3031
EXCHANGE_ACCEPT 42 (35) 43 (43) RUN 3032
EXCHANGE_ACCEPT 16 (22) 17 (21) RUN 3032
EXCHANGE_ACCEPT 26 (29) 27 (28) RUN 3032
EXCHANGE_ACCEPT 43 (35) 44 (42) RUN 3033
EXCHANGE_ACCEPT 7 (13) 8 (12) RUN 3033
EXCHANGE_ACCEPT 9 (4) 10 (7) RUN 3033
EXCHANGE_ACCEPT 33 (27) 34 (40) RUN 3033
EXCHANGE_ACCEPT 17 (22) 18 (16) RUN 3033
EXCHANGE_ACCEPT 19 (23) 20 (18) RUN 3033
EXCHANGE_ACCEPT 42 (43) 43 (42) RUN 3034
EXCHANGE_ACCEPT 38 (38) 39 (41) RUN 3034
EXCHANGE_ACCEPT 14 (19) 15 (14) RUN 3034
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3034
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3035
EXCHANGE_ACCEPT 9 (7) 10 (4) RUN 3035
EXCHANGE_ACCEPT 33 (40) 34 (27) RUN 3035
EXCHANGE_ACCEPT 19 (18) 20 (23) RUN 3035
EXCHANGE_ACCEPT 27 (29) 28 (31) RUN 3035
EXCHANGE_ACCEPT 23 (20) 24 (25) RUN 3035
EXCHANGE_ACCEPT 32 (36) 33 (27) RUN 3036
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3036
EXCHANGE_ACCEPT 20 (18) 21 (15) RUN 3036
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3037
EXCHANGE_ACCEPT 31 (33) 32 (27) RUN 3037
EXCHANGE_ACCEPT 23 (25) 24 (20) RUN 3037
EXCHANGE_ACCEPT 27 (31) 28 (29) RUN 3037
EXCHANGE_ACCEPT 42 (42) 43 (43) RUN 3038
EXCHANGE_ACCEPT 10 (7) 11 (10) RUN 3038
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3038
EXCHANGE_ACCEPT 20 (15) 21 (18) RUN 3038
EXCHANGE_ACCEPT 43 (42) 44 (35) RUN 3039
EXCHANGE_ACCEPT 42 (43) 43 (35) RUN 3040
EXCHANGE_ACCEPT 38 (41) 39 (38) RUN 3040
EXCHANGE_ACCEPT 10 (10) 11 (7) RUN 3040
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3040
EXCHANGE_ACCEPT 20 (18) 21 (15) RUN 3040
EXCHANGE_ACCEPT 43 (43) 44 (42) RUN 3041
EXCHANGE_ACCEPT 9 (4) 10 (7) RUN 3041
EXCHANGE_ACCEPT 19 (23) 20 (15) RUN 3041
EXCHANGE_ACCEPT 17 (16) 18 (22) RUN 3041
EXCHANGE_ACCEPT 16 (21) 17 (22) RUN 3042
EXCHANGE_ACCEPT 43 (42) 44 (43) RUN 3043
EXCHANGE_ACCEPT 41 (39) 42 (35) RUN 3043
EXCHANGE_ACCEPT 35 (30) 36 (37) RUN 3043
EXCHANGE_ACCEPT 31 (27) 32 (33) RUN 3043
EXCHANGE_ACCEPT 16 (22) 17 (21) RUN 3044
EXCHANGE_ACCEPT 24 (25) 25 (26) RUN 3044
EXCHANGE_ACCEPT 43 (43) 44 (42) RUN 3045
EXCHANGE_ACCEPT 41 (35) 42 (39) RUN 3045
EXCHANGE_ACCEPT 39 (41) 40 (44) RUN 3045
EXCHANGE_ACCEPT 35 (37) 36 (30) RUN 3045
EXCHANGE_ACCEPT 9 (7) 10 (4) RUN 3045
EXCHANGE_ACCEPT 17 (22) 18 (16) RUN 3045
EXCHANGE_ACCEPT 42 (35) 43 (42) RUN 3046
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3046
EXCHANGE_ACCEPT 20 (23) 21 (18) RUN 3046
EXCHANGE_ACCEPT 22 (17) 23 (20) RUN 3046
EXCHANGE_ACCEPT 24 (26) 25 (25) RUN 3046
EXCHANGE_ACCEPT 26 (28) 27 (29) RUN 3046
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3047
EXCHANGE_ACCEPT 11 (10) 12 (9) RUN 3047
EXCHANGE_ACCEPT 17 (21) 18 (22) RUN 3047
EXCHANGE_ACCEPT 36 (37) 37 (34) RUN 3048
EXCHANGE_ACCEPT 32 (27) 33 (36) RUN 3048
EXCHANGE_ACCEPT 16 (16) 17 (22) RUN 3048
EXCHANGE_ACCEPT 18 (21) 19 (15) RUN 3048
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3049
EXCHANGE_ACCEPT 39 (44) 40 (41) RUN 3049
EXCHANGE_ACCEPT 0 (1) 1 (5) RUN 3050
EXCHANGE_ACCEPT 42 (42) 43 (35) RUN 3050
EXCHANGE_ACCEPT 32 (36) 33 (27) RUN 3050
EXCHANGE_ACCEPT 16 (22) 17 (16) RUN 3050
EXCHANGE_ACCEPT 22 (20) 23 (17) RUN 3050
EXCHANGE_ACCEPT 18 (15) 19 (21) RUN 3050
EXCHANGE_ACCEPT 43 (42) 44 (43) RUN 3051
EXCHANGE_ACCEPT 9 (4) 10 (7) RUN 3051
EXCHANGE_ACCEPT 19 (15) 20 (18) RUN 3051
EXCHANGE_ACCEPT 42 (35) 43 (43) RUN 3052
EXCHANGE_ACCEPT 36 (34) 37 (37) RUN 3052
EXCHANGE_ACCEPT 16 (16) 17 (22) RUN 3052
EXCHANGE_ACCEPT 43 (35) 44 (42) RUN 3053
EXCHANGE_ACCEPT 9 (7) 10 (4) RUN 3053
EXCHANGE_ACCEPT 11 (9) 12 (10) RUN 3053
EXCHANGE_ACCEPT 17 (16) 18 (21) RUN 3053
EXCHANGE_ACCEPT 36 (37) 37 (34) RUN 3054
EXCHANGE_ACCEPT 34 (40) 35 (30) RUN 3054
EXCHANGE_ACCEPT 16 (22) 17 (21) RUN 3054
EXCHANGE_ACCEPT 22 (17) 23 (20) RUN 3054
EXCHANGE_ACCEPT 26 (29) 27 (28) RUN 3054
EXCHANGE_ACCEPT 43 (42) 44 (35) RUN 3055
EXCHANGE_ACCEPT 19 (18) 20 (15) RUN 3055
EXCHANGE_ACCEPT 0 (5) 1 (1) RUN 3056
EXCHANGE_ACCEPT 42 (43) 43 (35) RUN 3056
EXCHANGE_ACCEPT 36 (34) 37 (37) RUN 3056
EXCHANGE_ACCEPT 16 (21) 17 (22) RUN 3056
EXCHANGE_ACCEPT 24 (25) 25 (26) RUN 3056
EXCHANGE_ACCEPT 43 (43) 44 (42) RUN 3057
EXCHANGE_ACCEPT 42 (35) 43 (42) RUN 3058
EXCHANGE_ACCEPT 34 (30) 35 (40) RUN 3058
EXCHANGE_ACCEPT 16 (22) 17 (21) RUN 3058
EXCHANGE_ACCEPT 18 (16) 19 (15) RUN 3058
EXCHANGE_ACCEPT 20 (18) 21 (23) RUN 3058
EXCHANGE_ACCEPT 28 (31) 29 (32) RUN 3058
EXCHANGE_ACCEPT 24 (26) 25 (25) RUN 3058
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3059
EXCHANGE_ACCEPT 27 (29) 28 (32) RUN 3059
EXCHANGE_ACCEPT 42 (42) 43 (43) RUN 3060
EXCHANGE_ACCEPT 16 (21) 17 (22) RUN 3060
EXCHANGE_ACCEPT 18 (15) 19 (16) RUN 3060
EXCHANGE_ACCEPT 22 (20) 23 (17) RUN 3060
EXCHANGE_ACCEPT 43 (42) 44 (35) RUN 3061
EXCHANGE_ACCEPT 27 (32) 28 (29) RUN 3061
EXCHANGE_ACCEPT 0 (1) 1 (5) RUN 3062
EXCHANGE_ACCEPT 42 (43) 43 (35) RUN 3062
EXCHANGE_ACCEPT 16 (22) 17 (21) RUN 3062
EXCHANGE_ACCEPT 32 (27) 33 (36) RUN 3062
EXCHANGE_ACCEPT 26 (28) 27 (29) RUN 3062
EXCHANGE_ACCEPT 43 (43) 44 (42) RUN 3063
EXCHANGE_ACCEPT 17 (22) 18 (16) RUN 3063
EXCHANGE_ACCEPT 42 (35) 43 (42) RUN 3064
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3064
EXCHANGE_ACCEPT 20 (23) 21 (18) RUN 3064
EXCHANGE_ACCEPT 24 (25) 25 (26) RUN 3064
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3065
EXCHANGE_ACCEPT 37 (34) 38 (38) RUN 3065
EXCHANGE_ACCEPT 9 (4) 10 (7) RUN 3065
EXCHANGE_ACCEPT 17 (21) 18 (22) RUN 3065
EXCHANGE_ACCEPT 19 (15) 20 (18) RUN 3065
EXCHANGE_ACCEPT 0 (5) 1 (1) RUN 3066
EXCHANGE_ACCEPT 4 (8) 5 (3) RUN 3066
EXCHANGE_ACCEPT 14 (14) 15 (19) RUN 3066
EXCHANGE_ACCEPT 16 (16) 17 (22) RUN 3066
EXCHANGE_ACCEPT 28 (32) 29 (31) RUN 3066
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3067
EXCHANGE_ACCEPT 35 (30) 36 (37) RUN 3067
EXCHANGE_ACCEPT 0 (1) 1 (5) RUN 3068
EXCHANGE_ACCEPT 40 (44) 41 (39) RUN 3068
EXCHANGE_ACCEPT 16 (22) 17 (16) RUN 3068
EXCHANGE_ACCEPT 26 (29) 27 (28) RUN 3068
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3069
EXCHANGE_ACCEPT 37 (38) 38 (34) RUN 3069
EXCHANGE_ACCEPT 17 (22) 18 (21) RUN 3069
EXCHANGE_ACCEPT 40 (39) 41 (44) RUN 3070
EXCHANGE_ACCEPT 34 (40) 35 (37) RUN 3070
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3070
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3071
EXCHANGE_ACCEPT 19 (18) 20 (15) RUN 3071
EXCHANGE_ACCEPT 0 (5) 1 (1) RUN 3072
EXCHANGE_ACCEPT 42 (42) 43 (35) RUN 3072
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3072
EXCHANGE_ACCEPT 18 (22) 19 (15) RUN 3072
EXCHANGE_ACCEPT 43 (42) 44 (43) RUN 3073
EXCHANGE_ACCEPT 33 (27) 34 (37) RUN 3073
EXCHANGE_ACCEPT 42 (35) 43 (43) RUN 3074
EXCHANGE_ACCEPT 6 (0) 7 (12) RUN 3074
EXCHANGE_ACCEPT 8 (13) 9 (7) RUN 3074
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3074
EXCHANGE_ACCEPT 41 (39) 42 (43) RUN 3075
EXCHANGE_ACCEPT 43 (35) 44 (42) RUN 3075
EXCHANGE_ACCEPT 33 (37) 34 (27) RUN 3075
EXCHANGE_ACCEPT 36 (30) 37 (34) RUN 3076
EXCHANGE_ACCEPT 8 (7) 9 (13) RUN 3076
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3076
EXCHANGE_ACCEPT 18 (15) 19 (22) RUN 3076
EXCHANGE_ACCEPT 41 (43) 42 (39) RUN 3077
EXCHANGE_ACCEPT 43 (42) 44 (35) RUN 3077
EXCHANGE_ACCEPT 37 (30) 38 (38) RUN 3077
EXCHANGE_ACCEPT 19 (15) 20 (18) RUN 3077
EXCHANGE_ACCEPT 0 (1) 1 (5) RUN 3078
EXCHANGE_ACCEPT 42 (43) 43 (35) RUN 3078
EXCHANGE_ACCEPT 6 (12) 7 (0) RUN 3078
EXCHANGE_ACCEPT 36 (34) 37 (38) RUN 3078
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3078
EXCHANGE_ACCEPT 32 (36) 33 (27) RUN 3078
EXCHANGE_ACCEPT 43 (43) 44 (42) RUN 3079
EXCHANGE_ACCEPT 42 (35) 43 (42) RUN 3080
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3080
EXCHANGE_ACCEPT 41 (39) 42 (42) RUN 3081
EXCHANGE_ACCEPT 37 (34) 38 (30) RUN 3081
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3081
EXCHANGE_ACCEPT 0 (5) 1 (1) RUN 3082
EXCHANGE_ACCEPT 36 (38) 37 (30) RUN 3082
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3082
EXCHANGE_ACCEPT 41 (42) 42 (39) RUN 3083
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3083
EXCHANGE_ACCEPT 42 (42) 43 (35) RUN 3084
EXCHANGE_ACCEPT 0 (1) 1 (5) RUN 3084
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3084
EXCHANGE_ACCEPT 32 (27) 33 (36) RUN 3084
EXCHANGE_ACCEPT 24 (26) 25 (25) RUN 3084
EXCHANGE_ACCEPT 43 (42) 44 (43) RUN 3085
EXCHANGE_ACCEPT 9 (7) 10 (4) RUN 3085
EXCHANGE_ACCEPT 42 (35) 43 (43) RUN 3086
EXCHANGE_ACCEPT 0 (5) 1 (1) RUN 3086
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3086
EXCHANGE_ACCEPT 43 (35) 44 (42) RUN 3087
EXCHANGE_ACCEPT 19 (18) 20 (15) RUN 3087
EXCHANGE_ACCEPT 42 (43) 43 (42) RUN 3088
EXCHANGE_ACCEPT 0 (1) 1 (5) RUN 3088
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3088
EXCHANGE_ACCEPT 34 (37) 35 (40) RUN 3088
EXCHANGE_ACCEPT 30 (24) 31 (33) RUN 3088
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3089
EXCHANGE_ACCEPT 35 (37) 36 (30) RUN 3089
EXCHANGE_ACCEPT 19 (15) 20 (18) RUN 3089
EXCHANGE_ACCEPT 27 (29) 28 (31) RUN 3089
EXCHANGE_ACCEPT 0 (5) 1 (1) RUN 3090
EXCHANGE_ACCEPT 42 (42) 43 (35) RUN 3090
EXCHANGE_ACCEPT 4 (3) 5 (8) RUN 3090
EXCHANGE_ACCEPT 8 (13) 9 (4) RUN 3090
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3090
EXCHANGE_ACCEPT 20 (15) 21 (23) RUN 3090
EXCHANGE_ACCEPT 30 (33) 31 (24) RUN 3090
EXCHANGE_ACCEPT 43 (42) 44 (43) RUN 3091
EXCHANGE_ACCEPT 35 (30) 36 (37) RUN 3091
EXCHANGE_ACCEPT 31 (33) 32 (36) RUN 3091
EXCHANGE_ACCEPT 0 (1) 1 (5) RUN 3092
EXCHANGE_ACCEPT 40 (44) 41 (39) RUN 3092
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3092
EXCHANGE_ACCEPT 43 (43) 44 (42) RUN 3093
EXCHANGE_ACCEPT 41 (44) 42 (35) RUN 3093
EXCHANGE_ACCEPT 35 (37) 36 (30) RUN 3093
EXCHANGE_ACCEPT 19 (18) 20 (23) RUN 3093
EXCHANGE_ACCEPT 0 (5) 1 (1) RUN 3094
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3094
EXCHANGE_ACCEPT 20 (18) 21 (15) RUN 3094
EXCHANGE_ACCEPT 43 (42) 44 (43) RUN 3095
EXCHANGE_ACCEPT 41 (35) 42 (44) RUN 3095
EXCHANGE_ACCEPT 23 (20) 24 (25) RUN 3095
EXCHANGE_ACCEPT 0 (1) 1 (5) RUN 3096
EXCHANGE_ACCEPT 40 (39) 41 (44) RUN 3096
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3096
EXCHANGE_ACCEPT 18 (22) 19 (23) RUN 3096
EXCHANGE_ACCEPT 43 (43) 44 (42) RUN 3097
EXCHANGE_ACCEPT 39 (41) 40 (44) RUN 3097
EXCHANGE_ACCEPT 35 (30) 36 (37) RUN 3097
EXCHANGE_ACCEPT 31 (36) 32 (33) RUN 3097
EXCHANGE_ACCEPT 19 (22) 20 (15) RUN 3097
EXCHANGE_ACCEPT 42 (35) 43 (42) RUN 3098
EXCHANGE_ACCEPT 8 (4) 9 (13) RUN 3098
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3098
EXCHANGE_ACCEPT 32 (36) 33 (27) RUN 3098
EXCHANGE_ACCEPT 30 (24) 31 (33) RUN 3098
EXCHANGE_ACCEPT 39 (44) 40 (41) RUN 3099
EXCHANGE_ACCEPT 37 (38) 38 (34) RUN 3099
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3099
EXCHANGE_ACCEPT 16 (21) 17 (16) RUN 3100
EXCHANGE_ACCEPT 18 (23) 19 (15) RUN 3100
EXCHANGE_ACCEPT 39 (41) 40 (44) RUN 3101
EXCHANGE_ACCEPT 9 (4) 10 (7) RUN 3101
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3101
EXCHANGE_ACCEPT 27 (31) 28 (29) RUN 3101
EXCHANGE_ACCEPT 18 (15) 19 (23) RUN 3102
EXCHANGE_ACCEPT 16 (16) 17 (21) RUN 3102
EXCHANGE_ACCEPT 28 (31) 29 (32) RUN 3102
EXCHANGE_ACCEPT 39 (44) 40 (41) RUN 3103
EXCHANGE_ACCEPT 37 (34) 38 (38) RUN 3103
EXCHANGE_ACCEPT 43 (35) 44 (43) RUN 3103
EXCHANGE_ACCEPT 17 (16) 18 (23) RUN 3103
EXCHANGE_ACCEPT 19 (15) 20 (22) RUN 3103
EXCHANGE_ACCEPT 27 (29) 28 (32) RUN 3103
EXCHANGE_ACCEPT 0 (5) 1 (1) RUN 3104
EXCHANGE_ACCEPT 16 (21) 17 (23) RUN 3104
EXCHANGE_ACCEPT 41 (39) 42 (42) RUN 3105
EXCHANGE_ACCEPT 43 (43) 44 (35) RUN 3105
EXCHANGE_ACCEPT 39 (41) 40 (44) RUN 3105
EXCHANGE_ACCEPT 37 (38) 38 (34) RUN 3105
EXCHANGE_ACCEPT 19 (22) 20 (15) RUN 3105
EXCHANGE_ACCEPT 17 (21) 18 (16) RUN 3105
EXCHANGE_ACCEPT 0 (1) 1 (5) RUN 3106
EXCHANGE_ACCEPT 42 (39) 43 (35) RUN 3106
EXCHANGE_ACCEPT 10 (4) 11 (10) RUN 3106
EXCHANGE_ACCEPT 34 (40) 35 (37) RUN 3106
EXCHANGE_ACCEPT 16 (23) 17 (16) RUN 3106
EXCHANGE_ACCEPT 18 (21) 19 (15) RUN 3106
EXCHANGE_ACCEPT 28 (29) 29 (31) RUN 3106
EXCHANGE_ACCEPT 43 (39) 44 (43) RUN 3107
EXCHANGE_ACCEPT 39 (44) 40 (41) RUN 3107
EXCHANGE_ACCEPT 41 (42) 42 (35) RUN 3107
EXCHANGE_ACCEPT 35 (40) 36 (30) RUN 3107EXCHANGE_ACCEPT 17 (23) 18 (15) RUN 3107

EXCHANGE_ACCEPT 33 (36) 34 (37) RUN 3107
EXCHANGE_ACCEPT 21 (18) 22 (17) RUN 3107
EXCHANGE_ACCEPT 0 (5) 1 (1) RUN 3108
EXCHANGE_ACCEPT 42 (42) 43 (43) RUN 3108
EXCHANGE_ACCEPT 16 (16) 17 (15) RUN 3108
EXCHANGE_ACCEPT 10 (10) 11 (4) RUN 3108
EXCHANGE_ACCEPT 18 (23) 19 (21) RUN 3108
EXCHANGE_ACCEPT 28 (31) 29 (29) RUN 3108
